word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24
epicenter,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olitical,0,0,0,0,0,0,0,0,0,0,0,0.00044853106,0,0,0,0,0,0,0,0,0,0,0,0,0
rpa,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
twin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010741139,0,0,0,0,0,0,0
illars,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
democracy,0,0,0,0,0,0.0034722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013247404,0,0,0,0,0,0,0
onstituency,0,0,0,0,0,0.0011574074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053238687,0,0
lections,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offenses,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0.0014321518,0,0,0,0,0,0,0
disqualification,0,0,0,0,0.0034883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mps/mlas,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urrounding,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prominent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007160759,0,0,0,0,0,0,0
defamation,0,0,0,0,0,0.0011574074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
onviction,0,0,0.00025303644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maps,0,0,0.0025303644,0,0,0,0,0,0,0,0,0.00044853106,0,0,0,0,0,0,0,0,0.0044101433,0,0,0,0
voting,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0.0011764706,0,0,0,0,0,0,0,0
machines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017746229,0,0
vvpats,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocurement,0,0,0,0,0.0011627907,0,0,0,0,0,0.002728513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verifiable,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019880716,0,0,0,0,0,0
paper,0,0.0016420361,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audit,0,0,0,0.0043041607,0,0,0,0,0,0.0039447732,0,0,0,0,0,0,0,0.0010741139,0,0,0,0,0,0,0
trails,0,0,0,0,0.0011627907,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ongoing,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0.0039800995,0,0,0,0,0,0,0,0,0
amendments,0,0,0.0012651822,0,0.0011627907,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
hold,0,0,0.00050607287,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simultaneously,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007160759,0,0,0,0,0,0,0
high-level,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ormed,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bonds,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
defense,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
issued,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014321518,0,0,0,0,0,0,0
managed,0,0,0,0,0.0011627907,0,0,0,0,0,0,0.00067279659,0,0,0,0,0,0,0,0,0,0,0,0,0
aspect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017746229,0,0
defended,0,0,0,0,0,0,0.0010845987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
companies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018823529,0.0050125313,0,0,0,0,0,0,0
made,0,0,0,0,0,0,0,0,0,0,0,0.00067279659,0,0,0,0,0,0,0,0,0,0,0,0,0
possible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007160759,0,0,0,0,0,0,0
resolution,0,0,0,0,0,0.0069444444,0,0,0,0,0,0,0,0,0,0,0.0035294118,0,0,0,0,0,0,0,0
doing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017901898,0,0,0,0,0,0,0
ranking,0,0,0,0,0,0.0011574074,0,0,0,0,0,0,0,0,0,0,0,0,0.0019880716,0,0,0,0,0,0
aggressively,0,0,0,0,0,0,0.0021691974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pushed,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adr,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mandated,0,0,0,0.0057388809,0,0.0023148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
constitution,0,0,0,0,0,0,0,0,0,0.0059171598,0,0.00044853106,0,0,0,0,0,0,0,0.0029354207,0,0,0,0,0
level,0,0,0,0,0,0,0,0,0,0,0,0.0026911864,0,0,0,0,0,0,0,0,0,0,0,0,0
speedy,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0.0011764706,0,0,0,0,0,0,0,0
disposal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014321518,0,0,0,0,0,0,0
alue,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disputes,0,0,0,0,0,0,0,0,0,0,0,0,0.015212982,0,0,0,0,0,0,0.0039138943,0,0,0,0,0
conciliation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039138943,0,0,0,0,0
obust,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
hub,0,0,0.0045546559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minimizing,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ntervention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011764706,0,0,0,0,0,0,0,0
arbitral,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awards,0,0,0,0,0,0,0,0,0,0,0,0.00089706212,0,0,0,0,0,0,0,0,0.0022050717,0,0,0,0
iiac,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndiac,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
institution,0,0,0,0,0,0,0,0,0,0,0,0.003812514,0,0,0,0,0,0,0,0,0,0,0,0,0
reated,0,0,0,0,0,0,0,0,0.0011160714,0,0,0.0013455932,0,0,0,0,0,0,0,0,0,0,0,0,0
establish,0.0026737968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014321518,0,0,0,0,0,0,0
regime,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0.0018604651,0
nstitutionalized,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
landmark,0,0,0,0,0,0,0,0,0,0,0,0.0017941242,0,0,0,0,0,0,0,0,0,0,0,0,0
nstitutional,0,0,0,0,0,0.0011574074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pre-litigation,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resolve,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isputes,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
before,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021482277,0,0,0,0,0,0,0
ever,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
clog,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
governments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029850746,0,0.0025062657,0,0,0,0,0,0,0
alls,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
residential,0.0006684492,0,0,0,0.0011627907,0,0,0,0,0.0029585799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quarters,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035803795,0,0,0,0,0.0053238687,0,0
ftscs,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
funded,0,0,0,0.0028694405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025062657,0,0,0,0,0,0,0
swift,0,0,0,0,0,0.0011574074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097847358,0,0,0,0,0
sexual,0,0,0,0,0.0034883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offences,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pocso,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019569472,0,0,0,0,0
builds,0,0,0,0,0,0,0,0,0,0,0,0.0022426553,0.0030425963,0,0,0,0,0,0,0,0,0,0,0,0
try,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
easy,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0.00099502488,0,0,0,0,0,0,0,0,0
ftsc,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adalat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029354207,0,0,0,0,0
litigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097847358,0,0,0,0,0
tribunal,0,0,0,0,0,0,0,0,0,0,0,0,0.0020283976,0,0,0,0.0070588235,0,0,0,0,0,0,0,0
notary,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
writ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097847358,0,0,0,0,0
petition,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjournment,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amicus,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curiae,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mp/mla,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,0,0,0,0,0,0,0,0,0,0,0,0.0056066383,0,0,0,0,0,0,0,0.01369863,0,0,0,0,0
empowerment,0,0,0,0,0.015116279,0,0,0.0026666667,0,0,0,0,0,0,0,0,0,0,0,0.00097847358,0,0,0,0,0
mosje,0,0,0,0,0.0093023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0.0025402202,0,0,0,0,0,0,0,0,0,0
passive,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bifurcation,0,0,0,0,0.0011627907,0,0,0,0,0.0029585799,0.0013642565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
critical,0,0,0,0,0,0,0,0,0,0,0,0.010764745,0,0,0.0076206605,0,0,0,0,0,0,0,0,0,0
historically,0,0,0,0,0,0,0,0,0,0,0,0.0049338417,0,0,0,0,0,0,0,0,0,0,0,0,0
andled,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disability,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0.00035803795,0,0,0,0,0,0,0
issues,0,0,0.0035425101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disabilities,0,0,0,0,0,0,0,0,0,0.0029585799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depwd,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
separate,0,0,0,0,0,0,0,0,0,0,0,0.0017941242,0,0,0,0,0,0,0,0,0,0,0,0,0
igh-precision,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
although,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099403579,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0.0011213277,0,0,0,0,0,0,0,0,0,0,0,0,0
budgets,0,0,0.00025303644,0.0043041607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
secretaries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035294118,0,0,0,0,0,0,0,0
strategy,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018604651,0
saturation,0,0,0,0,0,0,0,0,0,0.0039447732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eaching,0,0,0,0,0,0,0,0,0,0.0019723866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
last,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0.0011764706,0,0,0,0,0,0,0,0
mile,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
mechanization,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sanitation,0,0,0,0,0,0,0,0,0,0,0,0,0.013184584,0,0,0,0,0,0,0,0,0,0,0,0
aiming,0,0,0.0017712551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liminate,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
hazardous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029354207,0,0,0,0,0
manual,0,0,0.00025303644,0,0,0.0011574074,0,0,0,0.0039447732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scavenging,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
functional,0,0.0016420361,0,0,0,0,0,0,0,0,0,0.0013455932,0,0,0,0,0,0,0,0,0,0,0,0,0
divisions,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026619343,0,0
atasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019880716,0,0,0,0,0,0
scheduled,0,0.0016420361,0,0,0,0,0,0,0,0.013806706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castes,0,0,0,0,0.0069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scd,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conomic,0,0,0,0,0.0023255814,0,0.0010845987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088731145,0,0
upliftment,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scs,0,0,0,0,0.0034883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pm-ajay,0,0,0,0,0.0034883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overseas,0,0,0,0,0,0,0,0,0,0,0,0.00089706212,0,0,0,0,0,0,0,0,0,0,0.0017746229,0,0
scholarship,0,0,0,0,0.0093023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088731145,0,0
backward,0,0,0,0,0.0081395349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
classes,0,0,0,0,0.0069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
division,0,0.0082101806,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0.0025062657,0,0,0,0.00098231827,0,0,0
bcd,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
obcs,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
economically,0,0,0,0,0,0,0,0,0,0,0,0,0.0010141988,0,0,0,0,0,0,0,0,0,0,0,0
ebcs,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de-notified,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tribes,0,0,0,0,0,0,0,0,0,0.0078895464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dnts,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daksh,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044705882,0,0,0,0,0,0,0,0
covering,0,0.0016420361,0,0,0,0,0,0,0,0,0,0.00067279659,0,0,0,0,0,0,0,0,0,0,0,0,0
senior,0,0,0,0,0.0034883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
transgender,0,0,0,0,0.0034883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ersons,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
victims,0,0,0,0,0,0,0,0,0,0.0019723866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
substance,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047058824,0,0,0,0,0,0,0,0
engaged,0.0006684492,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099403579,0,0,0,0,0,0
smile,0,0,0,0,0.0034883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nasha,0,0,0,0,0.0034883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mukt,0,0,0,0,0.0046511628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abhiyaan,0,0,0,0,0.0034883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ncsc,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
safeguards,0,0,0,0,0.0058139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
investigates,0,0,0,0,0,0,0,0,0,0.0039447732,0,0,0,0,0,0,0.0035294118,0,0,0.00097847358,0,0,0,0,0
omplaints,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rights,0,0,0,0,0.0011627907,0,0,0,0,0.01183432,0.002728513,0,0,0,0,0.00099502488,0,0.00035803795,0.00099403579,0,0,0,0,0,0
violations,0.0006684492,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ncbc,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
examines,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measures,0.0006684492,0,0,0,0,0.0034722222,0,0,0.0011160714,0,0.002728513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambedkar,0,0,0,0,0.0034883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foundation,0,0,0,0,0,0,0,0,0,0,0,0.00044853106,0,0.0058139535,0,0,0,0,0,0,0,0,0,0,0
daf,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disseminating,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
message,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
b.r,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
managing,0,0,0.0050607287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daic,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corporations,0,0,0,0,0,0,0,0,0,0,0,0,0.0030425963,0,0,0.007960199,0,0,0,0,0,0,0,0,0
roviding,0,0,0,0,0,0,0,0,0,0,0,0,0.0040567951,0,0,0,0,0,0,0,0,0,0,0,0
concessional,0,0,0,0,0.0046511628,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsfdc,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbcfdc,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nskfdc,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
safai,0,0,0,0,0,0,0,0,0,0,0,0.00044853106,0,0,0,0,0,0,0,0,0,0,0,0,0
karamcharis,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
workers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028375734,0,0,0,0,0
socio-economic,0,0,0,0,0,0,0,0,0,0.0049309665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pm-adarsh,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scdsp,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
umbrella,0,0,0,0,0,0,0,0,0,0,0,0.003363983,0,0,0,0,0,0,0,0,0,0,0,0,0
onverged,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc-majority,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
illages,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grant-in-aid,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livelihood,0,0,0,0.0057388809,0,0,0,0,0,0.0049309665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pm-daksh,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dakshta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011764706,0,0,0,0,0,0,0,0
kushalta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097847358,0,0,0,0,0
sampann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097847358,0,0,0,0,0
hitgrahi,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
action,0,0,0,0,0.0069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010934394,0,0,0,0,0,0
groups,0.0013368984,0,0,0,0,0,0,0,0,0.0059171598,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
sidh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048923679,0,0,0,0,0
qr-coded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029821074,0,0,0,0,0,0
erifiable,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
certificates,0,0,0.0017712551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
venture,0,0,0,0,0,0,0,0,0,0,0,0.0013455932,0.0030425963,0,0,0,0,0,0,0,0,0,0,0,0
vcf-sc,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vcf-bc,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entrepreneurs,0,0,0,0,0,0,0,0,0,0.0029585799,0,0,0,0,0,0,0,0.0007160759,0,0,0,0,0,0,0
job,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029354207,0,0,0,0,0
givers,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
instead,0,0,0,0.0028694405,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seekers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019569472,0,0,0,0,0
inclusion,0,0,0,0,0,0,0,0,0,0,0,0.00089706212,0,0,0,0,0,0,0,0,0,0.0039292731,0,0,0
high-visibility,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
