word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24
earning,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annually,0,0.0016420361,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revolving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093023256,0
nsap,0,0,0,0,0,0,0,0,0,0.0029585799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lderly,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
widows,0,0,0,0,0,0,0,0,0,0,0,0,0.0010141988,0,0,0,0,0,0,0,0,0,0,0,0
mployees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058708415,0,0,0,0,0
rimary,0,0,0,0,0,0,0,0,0,0,0,0.00089706212,0,0,0,0,0,0,0,0,0,0,0,0,0
prosperity,0,0,0.00050607287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rprp,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi-sectoral,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
under-employment,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tailored,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pmgsy,0,0,0,0,0,0,0,0,0,0.0019723866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhu-aadhaar,0,0,0,0,0,0,0,0,0,0.0019723866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
habitation,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
secc,0,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caste,0,0,0.00050607287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025402202,0,0,0,0,0,0,0,0,0,0
ispat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
ron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
industry—the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
envisages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
achieving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
unveiled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
impact,0,0,0,0,0,0.0011574074,0,0,0.0022321429,0,0,0,0,0,0,0.0019900498,0,0,0,0,0,0,0,0,0
leap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
utomation,0.0006684492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
predictive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
specialty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050804403,0,0,0,0,0,0,0,0,0,0
extraction,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0.0033869602,0,0,0,0,0,0,0,0,0,0
manganese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
owns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099502488,0,0,0,0,0,0,0,0,0
ines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019900498,0,0,0,0,0,0,0,0,0
nmdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033869602,0,0,0,0,0,0,0,0,0,0
end-use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025402202,0,0,0,0,0,0,0,0,0,0
jpc,0.0013368984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
secondary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025402202,0,0,0,0.0039761431,0,0,0,0,0,0
nisst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
induction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
furnaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
insdag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
member-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
usage,0,0,0,0,0,0,0,0,0,0,0,0,0.0020283976,0,0,0.00099502488,0,0,0,0,0,0,0,0,0
biju,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
patnaik,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
bpnsi,0,0,0.00025303644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
aerospace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0.00088731145,0,0
crgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
high-tensile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
wire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
roducts,0.0006684492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099502488,0,0,0,0,0,0,0,0,0
sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
etter,0,0,0.00025303644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
classified,0.0006684492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ratings,0,0,0,0.0014347202,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
stars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
depending,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
intensity,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
awarded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
ilot,0.0006684492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
substitute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
dri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
blast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
furnace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
injection,0.0006684492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scrap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
recycling,0,0,0,0,0,0.0023148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
ocus,0.0013368984,0,0,0,0,0,0,0,0,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formalizing,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
arc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
eaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
leader,0,0,0,0,0,0.0023148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rashtriya,0,0,0.0022773279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nigam,0,0,0.00075910931,0,0,0,0.0010845987,0,0,0,0,0,0,0,0,0,0.0011764706,0,0,0,0,0,0,0,0
rinl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
vizag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
moil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
lloying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
mecon,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
etallurgical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
pli-ss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
scrap-based,0.0006684492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steelmaking,0,0,0.00025303644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
sponge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
alloy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099502488,0,0,0,0,0,0,0,0,0
tmt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
bars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
rolled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
hrc,0.0006684492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crc,0.0006684492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011764706,0,0,0,0,0,0,0,0
coils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
pellets,0,0,0.00025303644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forest,0,0,0,0.0014347202,0,0,0,0,0.0234375,0.0069033531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
climate,0,0,0,0,0,0,0,0,0.020089286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moefcc,0,0,0,0,0,0,0,0,0.020089286,0,0,0,0,0,0,0,0,0,0,0,0,0.0019646365,0,0,0
paryavaran,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
van,0,0,0,0,0,0,0,0,0.0044642857,0.0039447732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jalvayu,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parivartan,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stockholm,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
environmental,0,0,0,0,0,0,0,0,0.011160714,0,0,0,0,0,0.0025402202,0,0,0,0,0,0.0011025358,0,0,0,0
came,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0
conference,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
attended,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
then-pm,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
directing,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
undamental,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forests,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moef,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enamed,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eflect,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
prominence,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ulnerability,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warming,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clearances,0,0,0.00025303644,0,0,0,0,0,0.0044642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pollution,0,0,0,0,0,0,0,0,0.011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unfccc,0,0,0,0,0,0,0,0,0.0033482143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egotiations,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0.0011025358,0,0,0,0
tiger,0,0,0,0,0,0,0,0,0.0089285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitigate,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088408644,0,0,0
farms,0,0,0,0,0,0,0,0,0.0033482143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prediction,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046511628,0,0,0,0,0,0,0,0,0,0,0
imd,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093023256,0,0,0,0,0,0,0,0,0,0,0
predicting,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046511628,0,0,0,0,0,0,0,0,0,0,0
river,0,0,0,0,0,0,0,0,0,0,0,0,0.013184584,0,0,0,0,0,0,0,0,0,0,0,0
cleaning,0,0,0,0,0,0,0,0,0,0,0,0,0.0030425963,0,0,0,0,0,0,0,0,0,0,0,0
namami,0,0,0,0,0,0,0,0,0,0,0,0,0.0040567951,0,0,0,0,0,0,0,0,0,0,0,0
gange,0,0,0.00025303644,0,0,0,0,0,0,0,0,0,0.0030425963,0,0,0,0,0,0,0,0,0,0,0,0
groundwater,0,0,0,0,0,0,0,0,0,0,0,0,0.010141988,0,0,0,0,0,0,0,0,0,0,0,0
immense,0,0,0.00025303644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
generating,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0
epa,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enacted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017901898,0,0,0,0,0,0,0
wake,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhopal,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tragedy,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tackle,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roblems,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polluting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098231827,0,0,0
assessments,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
eias,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sanrakshan,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evam,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0.00098231827,0,0,0.0010060362
mendment,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scope,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exempts,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lac/loc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035803795,0,0,0,0,0,0,0
linear,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stringent,0,0,0.00075910931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wpa,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
absolute,0,0,0.00050607287,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0.0011764706,0,0,0,0,0,0,0,0
isted,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093023256,0
flora,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fauna,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rationalized,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0.00035803795,0,0,0,0,0,0,0
schedules,0,0,0,0,0.0023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
educing,0.0006684492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
provisions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067739204,0,0,0,0,0,0,0,0,0,0
cites,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023529412,0,0,0,0,0,0,0,0
species,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0.00099502488,0,0,0,0,0,0,0,0,0
biological,0,0,0,0,0,0,0,0,0.0066964286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
convention,0,0,0,0,0,0,0,0,0.0044642857,0,0,0,0,0,0,0.0019900498,0,0,0,0,0,0,0,0,0
cbd,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decriminalized,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everal,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edicine,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oundational,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vishwas,0,0,0.00025303644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minor,0,0,0,0,0,0,0,0,0,0.0049309665,0,0,0,0,0,0,0,0.0010741139,0,0,0,0.00098231827,0,0,0
mprisonment,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penalties,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpcb,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0.00035803795,0,0,0,0,0,0,0
ambient,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naaqs,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aqi,0,0,0,0,0,0,0,0,0.0033482143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noise,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spcbs,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ntca,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eorganize,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quadrennial,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
estimation,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camera,0,0,0,0,0,0,0,0,0,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
raps,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m-stripes,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbwl,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chaired,0,0,0,0.0028694405,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
standing,0,0,0,0,0,0,0,0,0,0,0,0.0011213277,0,0,0,0,0,0,0,0,0,0,0,0,0
ltimate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010741139,0,0,0,0,0,0,0
denies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035803795,0,0,0,0,0,0,0
assing,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sanctuaries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084674005,0,0,0,0,0,0,0,0,0,0
zoo,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cza,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zoos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0
captive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016934801,0,0,0,0,0,0,0,0,0,0
animals,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reeding,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ngt,0,0,0,0,0,0,0,0,0.0044642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expeditious,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pertaining,0,0,0.00050607287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rotection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093023256,0
fining,0,0,0,0,0,0,0,0,0,0,0,0,0.0010141988,0,0,0,0,0,0,0,0,0,0,0,0
improper,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waste,0,0,0,0,0,0,0,0,0.0055803571,0,0,0,0.0040567951,0,0,0,0,0,0,0,0,0,0,0,0
fsi,0,0,0,0,0,0,0,0,0.0022321429,0.00098619329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehradun,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biennial,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isfr,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assesses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035803795,0,0,0,0,0,0,0
tree,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dense,0,0,0,0,0,0,0,0,0.0022321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moderately,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compensatory,0,0,0,0,0,0,0,0,0.0033482143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afforestation,0,0,0,0,0,0,0,0,0.0055803571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
campa,0,0,0,0,0,0,0,0,0.0033482143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diverted,0,0,0,0,0.0011627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
non-forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098231827,0,0,0
purposes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035803795,0,0,0,0,0,0,0
ighways,0,0,0,0,0,0,0,0,0.0011160714,0,0,0.00022426553,0,0,0,0,0,0,0,0,0,0,0,0,0
fee,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crores,0,0,0,0,0,0,0,0,0.0033482143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zoological,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035803795,0,0,0,0,0,0,0
botanical,0,0,0,0,0,0,0,0,0.0011160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
