0,0.039938556,0,0.069124424,0,0,0,0,0.0030721966,0,0,0,0.13056836,0,0,0,0.0076804916,0,0.055299539,0.0030721966,0,0,0.33640553,0,0,0
1,0.03974359,0.0012820513,0.065384615,0,0.0012820513,0.012820513,0.0012820513,0,0,0.042307692,0,0.12435897,0.0025641026,0,0.0038461538,0,0,0.044871795,0,0,0,0,0,0.26282051,0
2,0.018754689,0,0.099774944,0.015003751,0,0.0037509377,0.018754689,0,0,0,0.0037509377,0.054763691,0,0.0090022506,0,0.0060015004,0,0.032258065,0.0030007502,0,0.024756189,0,0,0,0.36309077
3,0.091900312,0,0.028037383,0.0046728972,0,0,0,0.0046728972,0,0.015576324,0.012461059,0.1635514,0,0,0,0,0,0.018691589,0.028037383,0,0,0,0,0.26791277,0.0031152648
4,0,0,0.081845238,0,0,0.037202381,0.03125,0,0,0,0,0.11904762,0.0014880952,0,0,0,0.0074404762,0.043154762,0,0.28869048,0,0,0.017857143,0,0
5,0,0,0.074046372,0.00074794316,0.30516081,0.026925954,0.0067314884,0,0,0.0089753179,0,0.062827225,0,0.00074794316,0,0,0.0067314884,0.077786088,0,0.026925954,0,0.00074794316,0.0044876589,0,0
6,0.0099502488,0,0.049751244,0.0016583748,0.26202322,0.013266998,0,0,0,0.091210614,0.0016583748,0.13598673,0.019900498,0,0,0,0.019900498,0,0.018242123,0.024875622,0,0,0,0,0.0049751244
7,0,0.031051517,0.10162315,0,0,0,0,0.0084685956,0,0.0035285815,0,0.0649259,0,0.023288638,0,0.0007057163,0,0.065631616,0.015525759,0,0.29710656,0,0,0.0056457304,0
8,0.3562753,0.0008097166,0.07854251,0,0,0,0.0008097166,0,0.0016194332,0,0.0089068826,0.081781377,0.0064777328,0.0016194332,0.0097165992,0.029959514,0.013765182,0.020242915,0,0,0,0.030769231,0,0,0
9,0.012477718,0,0.071301248,0,0,0.34224599,0.010695187,0,0,0.0035650624,0.017825312,0.15686275,0,0,0,0.0017825312,0,0.019607843,0,0,0,0.019607843,0,0,0
10,0,0.0035087719,0.061403509,0,0,0.014035088,0,0.29122807,0.0052631579,0,0,0.14561404,0,0,0,0.031578947,0,0.0035087719,0.0035087719,0,0.040350877,0,0,0.019298246,0.040350877
11,0,0.019700552,0.086682427,0,0,0,0.0063041765,0.0078802206,0.0015760441,0.00078802206,0.0031520883,0.060677699,0.010244287,0.014972419,0,0.012608353,0,0.056737589,0,0.00078802206,0.013396375,0.011032309,0.30181245,0.032308905,0
12,0.13468992,0,0.084302326,0.0029069767,0,0.00096899225,0.00096899225,0.00096899225,0.0087209302,0.0096899225,0.23643411,0.07751938,0.0029069767,0,0,0,0,0.049418605,0,0.0029069767,0,0.0029069767,0,0.025193798,0.0067829457
13,0.017094017,0,0.076923077,0,0,0.0034188034,0,0.018803419,0,0,0,0.14529915,0,0.023931624,0,0.0051282051,0,0.022222222,0.25299145,0.097435897,0,0,0,0.0068376068,0.0068376068
14,0,0,0.063492063,0,0,0,0.0048840049,0.0024420024,0,0.0024420024,0,0.13797314,0.0024420024,0.037851038,0.31013431,0.0073260073,0,0.053724054,0,0,0,0.017094017,0,0,0
15,0.024666667,0,0.07,0,0.011333333,0,0,0.0013333333,0,0.014,0.342,0.065333333,0.0033333333,0.00066666667,0,0.013333333,0.008,0.11066667,0.0026666667,0,0.0013333333,0,0.00066666667,0,0
16,0.023703704,0,0.060740741,0,0.06962963,0.0088888889,0.0014814815,0,0,0.019259259,0.002962963,0.14074074,0,0,0,0,0,0.016296296,0.031111111,0.28296296,0,0.002962963,0,0,0
17,0,0,0.078624079,0.010647011,0.035217035,0.0073710074,0.0081900082,0,0,0.0040950041,0,0.047502048,0,0.0040950041,0,0,0.0049140049,0.085176085,0,0,0.0065520066,0.00081900082,0.34971335,0,0.0024570025
18,0.03601108,0,0.073407202,0,0,0,0,0.0041551247,0,0,0.038781163,0.11911357,0,0,0.30055402,0,0,0.024930748,0,0,0.0027700831,0.08033241,0,0,0
19,0.043715847,0.037470726,0.076502732,0,0,0.015612802,0.25370804,0,0,0.0070257611,0,0.080405933,0,0.006245121,0,0,0,0.081186573,0.0039032006,0,0,0,0,0.0093676815,0.0039032006
20,0.034816248,0,0.054158607,0,0,0,0,0.32301741,0,0,0,0.14119923,0,0.030947776,0,0,0,0,0.032882012,0,0.003868472,0,0,0,0.001934236
21,0,0,0.077975376,0,0.1751026,0,0,0,0,0.041039672,0,0.12859097,0,0,0,0,0.0013679891,0.017783858,0.19425445,0,0.010943912,0,0.0068399453,0.0041039672,0
22,0.0019880716,0,0.065606362,0,0,0.019880716,0,0,0,0.32604374,0.021868787,0.15109344,0.011928429,0,0.0019880716,0,0,0,0.0039761431,0.06361829,0,0,0,0.0019880716,0
23,0.12478921,0,0.042158516,0,0,0.011804384,0,0,0,0,0,0.12141653,0,0,0.32546374,0.028667791,0,0.0067453626,0,0,0,0.0016863406,0,0,0
24,0.0083207262,0,0.077912254,0,0.010590015,0,0.0030257186,0,0.29576399,0,0,0.060514372,0.018910741,0.016641452,0.0083207262,0,0.002269289,0.099848714,0,0,0,0.025718608,0,0.0098335855,0.002269289
25,0,0,0.082545142,0,0,0,0.0077386071,0,0,0.0025795357,0.021496131,0.072226999,0.0025795357,0,0,0,0.0017196905,0.079105761,0.027515047,0.016337059,0.0077386071,0,0,0,0.32072227
26,0.027657736,0,0.076058773,0.00086430424,0,0.010371651,0.0060501296,0,0,0.041486603,0,0.10717373,0.27571305,0,0,0.040622299,0.00086430424,0.063958513,0.011235955,0,0,0.0034572169,0,0,0
27,0.010835913,0,0.093653251,0,0,0,0.0054179567,0,0,0,0,0.075851393,0,0.0046439628,0,0,0.003869969,0.060371517,0.38080495,0.019349845,0,0,0,0,0
28,0.12802498,0.006245121,0.085870414,0.00078064012,0,0.0054644809,0.0046838407,0,0,0,0.040593286,0.06167057,0,0.0023419204,0.0070257611,0,0.0023419204,0.032006245,0.0093676815,0,0.26307572,0,0,0,0.006245121
29,0.008,0,0.064,0,0,0.026,0,0.238,0,0,0.01,0.106,0.054,0,0,0.104,0,0.042,0.002,0,0,0.006,0,0,0
30,0.0078895464,0,0.071005917,0.0088757396,0,0.00098619329,0.0019723866,0,0.35404339,0.0029585799,0.034516765,0.078895464,0.0049309665,0.00098619329,0,0.0019723866,0,0.070019724,0,0,0.00098619329,0,0,0.0019723866,0.00098619329
31,0.015939597,0,0.083892617,0.015100671,0,0.010067114,0,0,0.0058724832,0,0,0.063758389,0.0033557047,0,0.36241611,0.043624161,0,0.057885906,0,0,0.0016778523,0.016778523,0.0033557047,0,0
32,0.0035149385,0,0.082601054,0.0052724077,0,0.29349736,0,0,0,0,0,0.16344464,0,0.007029877,0,0.024604569,0.0017574692,0.017574692,0,0,0,0,0,0,0
33,0.01320132,0,0.04290429,0.001650165,0,0,0,0.32838284,0,0,0,0.12211221,0.04290429,0,0.001650165,0.024752475,0,0.041254125,0,0,0,0.03630363,0,0.014851485,0
34,0,0,0.086866598,0.25129266,0,0,0,0.011375388,0,0.029989659,0.010341262,0.12099276,0.0082730093,0.021716649,0,0.019648397,0,0.022750776,0,0,0.0031023785,0,0.011375388,0.011375388,0
35,0.0085470085,0,0.066666667,0.0068376068,0,0.013675214,0.0068376068,0,0.0051282051,0,0,0.13504274,0,0.31111111,0,0,0,0.018803419,0,0,0.0017094017,0.0034188034,0,0.035897436,0.0017094017
36,0.023686158,0,0.093264249,0,0,0.0059215396,0,0,0,0,0.029607698,0.067357513,0.0022205774,0,0,0.019245004,0,0.096965211,0,0,0.0014803849,0.0066617321,0.0014803849,0.3042191,0
37,0.030346821,0.031069364,0.088150289,0.018063584,0,0,0.26734104,0,0,0.018063584,0.0050578035,0.054913295,0.0093930636,0.0014450867,0,0.01083815,0.0079479769,0.071531792,0,0.0043352601,0,0.0072254335,0,0.0079479769,0
38,0.024070022,0,0.070751276,0,0,0,0,0.0080233406,0,0,0,0.041575492,0.0007293946,0.016776076,0,0.03646973,0.28154632,0.057622174,0.0007293946,0,0,0,0.134938,0.0029175784,0
39,0.021594684,0,0.085548173,0.0033222591,0,0.00083056478,0.0074750831,0,0,0.0066445183,0,0.066445183,0,0,0.0099667774,0.30481728,0.024086379,0.088870432,0.0074750831,0,0.0041528239,0,0.034883721,0,0
